Gene,Sample,Sample_Type,Expression
LYPLA2,GSM398141,Cancer,6690.77
LYPLA2,GSM398142,Normal,4614.97
LYPLA2,GSM398143,Cancer,3171.39
LYPLA2,GSM398144,Normal,3791.99
LYPLA2,GSM398145,Cancer,4745.26
LYPLA2,GSM398146,Normal,4231.71
LYPLA2,GSM398147,Cancer,3018.64
LYPLA2,GSM398148,Normal,5350.83
LYPLA2,GSM398149,Cancer,2775.71
LYPLA2,GSM398150,Normal,4473.16
LYPLA2,GSM398151,Cancer,3753.59
LYPLA2,GSM398152,Normal,3785.9
LYPLA2,GSM398153,Cancer,3806.26
LYPLA2,GSM398154,Normal,6248.2
LYPLA2,GSM398155,Cancer,6400.34
LYPLA2,GSM398156,Normal,4987.15
LYPLA2,GSM398157,Cancer,3522.71
LYPLA2,GSM398158,Normal,5591.12
LYPLA2,GSM398159,Cancer,4123.98
MACROH2A1,GSM398074,Normal,1623.6
MACROH2A1,GSM398075,Cancer,2641.07
MACROH2A1,GSM398076,Normal,2307.08
MACROH2A1,GSM398077,Cancer,3402.1
MACROH2A1,GSM398078,Normal,1889.54
MACROH2A1,GSM398079,Cancer,4419.21
MACROH2A1,GSM398080,Normal,1296.17
MACROH2A1,GSM398081,Cancer,2036.78
MACROH2A1,GSM398082,Normal,1960.21
MACROH2A1,GSM398083,Cancer,2085.98
MACROH2A1,GSM398084,Normal,2333.2
MACROH2A1,GSM398085,Cancer,2403.67
MACROH2A1,GSM398086,Normal,3048.32
MACROH2A1,GSM398087,Cancer,2489.2
MACROH2A1,GSM398088,Normal,2074.21
MACROH2A1,GSM398089,Cancer,3998.28
MACROH2A1,GSM398090,Normal,2268.0
MACROH2A1,GSM398091,Cancer,2325.2
MACROH2A1,GSM398092,Normal,1492.0
MACROH2A1,GSM398093,Cancer,2389.85
MACROH2A1,GSM398094,Normal,2019.39
MACROH2A1,GSM398095,Cancer,3351.3
MACROH2A1,GSM398096,Normal,2485.41
MACROH2A1,GSM398097,Cancer,3649.47
MACROH2A1,GSM398098,Normal,2711.9
MACROH2A1,GSM398099,Cancer,3333.92
MACROH2A1,GSM398100,Normal,1522.57
MACROH2A1,GSM398101,Cancer,2455.2
MACROH2A1,GSM398102,Normal,2507.51
MACROH2A1,GSM398103,Cancer,3039.31
MACROH2A1,GSM398104,Normal,5531.76
MACROH2A1,GSM398105,Cancer,3188.9
MACROH2A1,GSM398106,Normal,5301.45
MACROH2A1,GSM398107,Cancer,3709.68
MACROH2A1,GSM398108,Normal,4435.27
MACROH2A1,GSM398109,Cancer,2375.51
MACROH2A1,GSM398110,Normal,5949.89
MACROH2A1,GSM398111,Cancer,2851.13
MACROH2A1,GSM398112,Normal,2707.21
MACROH2A1,GSM398113,Cancer,3917.51
MACROH2A1,GSM398114,Normal,2207.47
MACROH2A1,GSM398115,Cancer,1840.96
MACROH2A1,GSM398116,Normal,4562.27
MACROH2A1,GSM398117,Cancer,5474.1
MACROH2A1,GSM398118,Normal,4594.63
MACROH2A1,GSM398119,Cancer,3974.44
MACROH2A1,GSM398120,Normal,1571.48
MACROH2A1,GSM398121,Cancer,1910.72
MACROH2A1,GSM398122,Normal,1752.43
MACROH2A1,GSM398123,Cancer,2790.25
MACROH2A1,GSM398124,Normal,3248.21
MACROH2A1,GSM398125,Cancer,3238.23
MACROH2A1,GSM398126,Normal,4571.54
MACROH2A1,GSM398127,Cancer,7077.04
MACROH2A1,GSM398128,Normal,3898.81
MACROH2A1,GSM398129,Cancer,6107.87
MACROH2A1,GSM398130,Normal,4210.95
MACROH2A1,GSM398131,Cancer,5794.69
MACROH2A1,GSM398132,Normal,4252.91
MACROH2A1,GSM398133,Cancer,5576.64
MACROH2A1,GSM398134,Normal,3831.0
MACROH2A1,GSM398135,Cancer,4845.24
MACROH2A1,GSM398136,Normal,3489.9
MACROH2A1,GSM398137,Cancer,8009.79
MACROH2A1,GSM398138,Normal,4463.83
MACROH2A1,GSM398139,Cancer,5897.1
MACROH2A1,GSM398140,Normal,4187.81
MACROH2A1,GSM398141,Cancer,4969.99
MACROH2A1,GSM398142,Normal,5633.94
MACROH2A1,GSM398143,Cancer,5227.85
MACROH2A1,GSM398144,Normal,5328.95
MACROH2A1,GSM398145,Cancer,6113.32
MACROH2A1,GSM398146,Normal,5349.63
MACROH2A1,GSM398147,Cancer,5243.18
MACROH2A1,GSM398148,Normal,5544.47
MACROH2A1,GSM398149,Cancer,5796.32
MACROH2A1,GSM398150,Normal,3586.53
MACROH2A1,GSM398151,Cancer,6254.43
MACROH2A1,GSM398152,Normal,4946.0
MACROH2A1,GSM398153,Cancer,4264.5
MACROH2A1,GSM398154,Normal,2422.0
MACROH2A1,GSM398155,Cancer,3408.23
MACROH2A1,GSM398156,Normal,4610.72
MACROH2A1,GSM398157,Cancer,7128.92
MACROH2A1,GSM398158,Normal,3348.3
MACROH2A1,GSM398159,Cancer,5643.44
MAFF,GSM398074,Normal,1257.86
MAFF,GSM398075,Cancer,3073.89
MAFF,GSM398076,Normal,1221.69
MAFF,GSM398077,Cancer,574.34
MAFF,GSM398078,Normal,2682.07
MAFF,GSM398079,Cancer,750.35
MAFF,GSM398080,Normal,3569.53
MAFF,GSM398081,Cancer,3288.76
MAFF,GSM398082,Normal,2199.69
MAFF,GSM398083,Cancer,1344.51
MAFF,GSM398084,Normal,1374.94
MAFF,GSM398085,Cancer,2401.37
MAFF,GSM398086,Normal,1326.14
MAFF,GSM398087,Cancer,736.38
MAFF,GSM398088,Normal,1776.65
MAFF,GSM398089,Cancer,407.612
MAFF,GSM398090,Normal,1589.18
MAFF,GSM398091,Cancer,1544.97
MAFF,GSM398092,Normal,2028.84
MAFF,GSM398093,Cancer,2109.5
MAFF,GSM398094,Normal,1062.94
MAFF,GSM398095,Cancer,893.896
MAFF,GSM398096,Normal,2805.51
MAFF,GSM398097,Cancer,251.022
MAFF,GSM398098,Normal,2339.87
MAFF,GSM398099,Cancer,1068.91
MAFF,GSM398100,Normal,2116.18
MAFF,GSM398101,Cancer,1355.59
MAFF,GSM398102,Normal,3748.97
MAFF,GSM398103,Cancer,743.822
MAFF,GSM398104,Normal,1223.33
MAFF,GSM398105,Cancer,1426.48
MAFF,GSM398106,Normal,2201.58
MAFF,GSM398107,Cancer,718.925
MAFF,GSM398108,Normal,3724.13
MAFF,GSM398109,Cancer,1242.39
MAFF,GSM398110,Normal,2701.99
MAFF,GSM398111,Cancer,1492.55
MAFF,GSM398112,Normal,1966.87
MAFF,GSM398113,Cancer,2119.21
MAFF,GSM398114,Normal,1795.53
MAFF,GSM398115,Cancer,2981.4
MAFF,GSM398116,Normal,4372.59
MAFF,GSM398117,Cancer,1586.74
MAFF,GSM398118,Normal,3275.63
MAFF,GSM398119,Cancer,2333.77
MAFF,GSM398120,Normal,1728.33
MAFF,GSM398121,Cancer,2510.66
MAFF,GSM398122,Normal,3442.63
MAFF,GSM398123,Cancer,1191.47
MAFF,GSM398124,Normal,2615.72
MAFF,GSM398125,Cancer,2776.96
MAFF,GSM398126,Normal,1129.71
MAFF,GSM398127,Cancer,1164.91
MAFF,GSM398128,Normal,1921.99
MAFF,GSM398129,Cancer,1106.98
MAFF,GSM398130,Normal,5850.27
MAFF,GSM398131,Cancer,2103.2
MAFF,GSM398132,Normal,5398.66
MAFF,GSM398133,Cancer,1114.57
MAFF,GSM398134,Normal,2499.98
MAFF,GSM398135,Cancer,3103.22
MAFF,GSM398136,Normal,1934.56
MAFF,GSM398137,Cancer,660.606
MAFF,GSM398138,Normal,2365.23
MAFF,GSM398139,Cancer,1252.83
MAFF,GSM398140,Normal,4786.62
MAFF,GSM398141,Cancer,1191.22
MAFF,GSM398142,Normal,1805.18
MAFF,GSM398143,Cancer,2190.34
MAFF,GSM398144,Normal,1455.33
MAFF,GSM398145,Cancer,1388.38
MAFF,GSM398146,Normal,1024.92
MAFF,GSM398147,Cancer,2810.63
MAFF,GSM398148,Normal,3988.05
MAFF,GSM398149,Cancer,1398.04
MAFF,GSM398150,Normal,3520.14
MAFF,GSM398151,Cancer,655.708
MAFF,GSM398152,Normal,3441.53
MAFF,GSM398153,Cancer,2522.92
MAFF,GSM398154,Normal,665.048
MAFF,GSM398155,Cancer,714.64
MAFF,GSM398156,Normal,4225.6
MAFF,GSM398157,Cancer,1462.04
MAFF,GSM398158,Normal,2215.45
MAFF,GSM398159,Cancer,1428.02
MAGED1,GSM398074,Normal,1919.37
MAGED1,GSM398075,Cancer,1017.94
MAGED1,GSM398076,Normal,1460.86
MAGED1,GSM398077,Cancer,3083.65
MAGED1,GSM398078,Normal,1051.02
MAGED1,GSM398079,Cancer,2365.93
MAGED1,GSM398080,Normal,1429.46
MAGED1,GSM398081,Cancer,1248.1
MAGED1,GSM398082,Normal,1705.45
MAGED1,GSM398083,Cancer,1174.01
MAGED1,GSM398084,Normal,1415.22
MAGED1,GSM398085,Cancer,1709.72
MAGED1,GSM398086,Normal,1055.11
MAGED1,GSM398087,Cancer,1635.61
MAGED1,GSM398088,Normal,1211.81
MAGED1,GSM398089,Cancer,3180.3
MAGED1,GSM398090,Normal,1959.11
MAGED1,GSM398091,Cancer,1748.53
MAGED1,GSM398092,Normal,1203.0
MAGED1,GSM398093,Cancer,3012.71
MAGED1,GSM398094,Normal,1570.25
MAGED1,GSM398095,Cancer,2741.51
MAGED1,GSM398096,Normal,2451.08
MAGED1,GSM398097,Cancer,2013.94
MAGED1,GSM398098,Normal,1814.4
MAGED1,GSM398099,Cancer,2088.61
MAGED1,GSM398100,Normal,188.618
MAGED1,GSM398101,Cancer,2748.64
MAGED1,GSM398102,Normal,2098.07
MAGED1,GSM398103,Cancer,2606.87
MAGED1,GSM398104,Normal,4731.53
MAGED1,GSM398105,Cancer,1849.09
MAGED1,GSM398106,Normal,3039.16
MAGED1,GSM398107,Cancer,1728.95
MAGED1,GSM398108,Normal,3785.93
MAGED1,GSM398109,Cancer,1212.23
MAGED1,GSM398110,Normal,2616.47
MAGED1,GSM398111,Cancer,2281.37
MAGED1,GSM398112,Normal,2430.15
MAGED1,GSM398113,Cancer,1569.29
MAGED1,GSM398114,Normal,2140.45
MAGED1,GSM398115,Cancer,1867.48
MAGED1,GSM398116,Normal,3861.39
MAGED1,GSM398117,Cancer,4411.67
MAGED1,GSM398118,Normal,3948.65
MAGED1,GSM398119,Cancer,4583.62
MAGED1,GSM398120,Normal,1760.62
MAGED1,GSM398121,Cancer,1772.53
MAGED1,GSM398122,Normal,2164.33
MAGED1,GSM398123,Cancer,2563.15
MAGED1,GSM398124,Normal,2096.17
MAGED1,GSM398125,Cancer,2058.21
MAGED1,GSM398126,Normal,4131.12
MAGED1,GSM398127,Cancer,6694.27
MAGED1,GSM398128,Normal,3217.01
MAGED1,GSM398129,Cancer,4257.65
MAGED1,GSM398130,Normal,2937.92
MAGED1,GSM398131,Cancer,4214.83
MAGED1,GSM398132,Normal,1019.45
MAGED1,GSM398133,Cancer,4924.37
MAGED1,GSM398134,Normal,3531.93
MAGED1,GSM398135,Cancer,4600.17
MAGED1,GSM398136,Normal,4620.67
MAGED1,GSM398137,Cancer,4378.16
MAGED1,GSM398138,Normal,2316.55
MAGED1,GSM398139,Cancer,2425.89
MAGED1,GSM398140,Normal,4409.14
MAGED1,GSM398141,Cancer,2961.43
MAGED1,GSM398142,Normal,2593.62
MAGED1,GSM398143,Cancer,3268.7
MAGED1,GSM398144,Normal,2138.32
MAGED1,GSM398145,Cancer,2842.11
MAGED1,GSM398146,Normal,3038.05
MAGED1,GSM398147,Cancer,3307.08
MAGED1,GSM398148,Normal,1918.54
MAGED1,GSM398149,Cancer,2340.71
MAGED1,GSM398150,Normal,2196.76
MAGED1,GSM398151,Cancer,3192.55
MAGED1,GSM398152,Normal,3492.29
MAGED1,GSM398153,Cancer,3195.66
MAGED1,GSM398154,Normal,1622.66
MAGED1,GSM398155,Cancer,1244.38
MAGED1,GSM398156,Normal,1781.7
MAGED1,GSM398157,Cancer,5004.31
MAGED1,GSM398158,Normal,2296.48
MAGED1,GSM398159,Cancer,4460.54
MAOA,GSM398074,Normal,526.329
MAOA,GSM398075,Cancer,82.8403
MAOA,GSM398076,Normal,217.825
MAOA,GSM398077,Cancer,141.149
MAOA,GSM398078,Normal,1160.01
MAOA,GSM398079,Cancer,156.331
MAOA,GSM398080,Normal,1216.55
MAOA,GSM398081,Cancer,655.185
MAOA,GSM398082,Normal,2917.22
MAOA,GSM398083,Cancer,868.204
MAOA,GSM398084,Normal,2742.29
MAOA,GSM398085,Cancer,120.897
MAOA,GSM398086,Normal,536.81
MAOA,GSM398087,Cancer,174.76
MAOA,GSM398088,Normal,881.502
MAOA,GSM398089,Cancer,150.034
MAOA,GSM398090,Normal,777.087
MAOA,GSM398091,Cancer,180.814
MAOA,GSM398092,Normal,1256.49
MAOA,GSM398093,Cancer,131.806
MAOA,GSM398094,Normal,1749.15
MAOA,GSM398095,Cancer,125.595
MAOA,GSM398096,Normal,832.163
MAOA,GSM398097,Cancer,72.4297
MAOA,GSM398098,Normal,340.142
MAOA,GSM398099,Cancer,163.872
MAOA,GSM398100,Normal,655.69
MAOA,GSM398101,Cancer,84.2438
MAOA,GSM398102,Normal,2773.4
MAOA,GSM398103,Cancer,332.911
MAOA,GSM398104,Normal,4804.2
MAOA,GSM398105,Cancer,325.59
MAOA,GSM398106,Normal,2627.54
MAOA,GSM398107,Cancer,106.911
MAOA,GSM398108,Normal,5324.68
MAOA,GSM398109,Cancer,1093.83
MAOA,GSM398110,Normal,5835.76
MAOA,GSM398111,Cancer,413.443
MAOA,GSM398112,Normal,3075.89
MAOA,GSM398113,Cancer,900.68
MAOA,GSM398114,Normal,3013.21
MAOA,GSM398115,Cancer,1809.45
MAOA,GSM398116,Normal,3377.42
MAOA,GSM398117,Cancer,606.229
MAOA,GSM398118,Normal,4818.21
MAOA,GSM398119,Cancer,1356.95
MAOA,GSM398120,Normal,2909.46
MAOA,GSM398121,Cancer,395.377
MAOA,GSM398122,Normal,1158.62
MAOA,GSM398123,Cancer,149.144
MAOA,GSM398124,Normal,2983.03
MAOA,GSM398125,Cancer,176.19
MAOA,GSM398126,Normal,5204.71
MAOA,GSM398127,Cancer,147.149
MAOA,GSM398128,Normal,6897.63
MAOA,GSM398129,Cancer,224.245
MAOA,GSM398130,Normal,3360.69
MAOA,GSM398131,Cancer,685.745
MAOA,GSM398132,Normal,3877.56
MAOA,GSM398133,Cancer,491.454
MAOA,GSM398134,Normal,3778.81
MAOA,GSM398135,Cancer,1053.31
MAOA,GSM398136,Normal,4808.43
MAOA,GSM398137,Cancer,382.248
MAOA,GSM398138,Normal,2930.02
MAOA,GSM398139,Cancer,360.622
MAOA,GSM398140,Normal,6068.39
MAOA,GSM398141,Cancer,832.288
MAOA,GSM398142,Normal,3889.31
MAOA,GSM398143,Cancer,1842.85
MAOA,GSM398144,Normal,5275.5
MAOA,GSM398145,Cancer,267.615
MAOA,GSM398146,Normal,6641.15
MAOA,GSM398147,Cancer,4209.97
MAOA,GSM398148,Normal,4365.78
MAOA,GSM398149,Cancer,149.443
MAOA,GSM398150,Normal,4523.0
MAOA,GSM398151,Cancer,1280.01
MAOA,GSM398152,Normal,4024.35
MAOA,GSM398153,Cancer,946.591
MAOA,GSM398154,Normal,314.847
MAOA,GSM398155,Cancer,305.432
MAOA,GSM398156,Normal,4063.89
MAOA,GSM398157,Cancer,405.524
MAOA,GSM398158,Normal,4854.13
MAOA,GSM398159,Cancer,617.862
MAT2B,GSM398074,Normal,2749.96
MAT2B,GSM398075,Cancer,1843.23
MAT2B,GSM398076,Normal,1670.27
MAT2B,GSM398077,Cancer,2545.84
MAT2B,GSM398078,Normal,1614.64
MAT2B,GSM398079,Cancer,1627.94
MAT2B,GSM398080,Normal,1511.62
MAT2B,GSM398081,Cancer,2478.39
MAT2B,GSM398082,Normal,2686.53
MAT2B,GSM398083,Cancer,1599.46
MAT2B,GSM398084,Normal,1874.14
MAT2B,GSM398085,Cancer,2043.45
MAT2B,GSM398086,Normal,2590.53
MAT2B,GSM398087,Cancer,2005.01
MAT2B,GSM398088,Normal,1262.03
MAT2B,GSM398089,Cancer,2541.81
MAT2B,GSM398090,Normal,2466.35
MAT2B,GSM398091,Cancer,1682.52
MAT2B,GSM398092,Normal,2269.19
MAT2B,GSM398093,Cancer,1920.13
MAT2B,GSM398094,Normal,2555.79
MAT2B,GSM398095,Cancer,1755.51
MAT2B,GSM398096,Normal,2784.87
MAT2B,GSM398097,Cancer,2012.91
MAT2B,GSM398098,Normal,1298.48
MAT2B,GSM398099,Cancer,1429.43
MAT2B,GSM398100,Normal,1570.8
MAT2B,GSM398101,Cancer,1448.62
MAT2B,GSM398102,Normal,1748.54
MAT2B,GSM398103,Cancer,1887.4
MAT2B,GSM398104,Normal,4478.95
MAT2B,GSM398105,Cancer,1893.96
MAT2B,GSM398106,Normal,2947.27
MAT2B,GSM398107,Cancer,2314.2
MAT2B,GSM398108,Normal,5055.5
MAT2B,GSM398109,Cancer,2762.09
MAT2B,GSM398110,Normal,4573.34
MAT2B,GSM398111,Cancer,1823.39
MAT2B,GSM398112,Normal,1993.54
MAT2B,GSM398113,Cancer,2305.55
MAT2B,GSM398114,Normal,2284.28
MAT2B,GSM398115,Cancer,1665.03
MAT2B,GSM398116,Normal,4914.66
MAT2B,GSM398117,Cancer,5114.42
MAT2B,GSM398118,Normal,3394.23
MAT2B,GSM398119,Cancer,3836.73
MAT2B,GSM398120,Normal,1049.61
MAT2B,GSM398121,Cancer,1947.63
MAT2B,GSM398122,Normal,1560.79
MAT2B,GSM398123,Cancer,2297.58
MAT2B,GSM398124,Normal,3845.5
MAT2B,GSM398125,Cancer,2663.23
MAT2B,GSM398126,Normal,3150.29
MAT2B,GSM398127,Cancer,4635.64
MAT2B,GSM398128,Normal,4091.24
MAT2B,GSM398129,Cancer,5216.06
MAT2B,GSM398130,Normal,6463.44
MAT2B,GSM398131,Cancer,3892.02
MAT2B,GSM398132,Normal,3696.15
MAT2B,GSM398133,Cancer,3546.41
MAT2B,GSM398134,Normal,1946.68
MAT2B,GSM398135,Cancer,4288.45
MAT2B,GSM398136,Normal,3435.87
MAT2B,GSM398137,Cancer,3791.1
MAT2B,GSM398138,Normal,4246.33
MAT2B,GSM398139,Cancer,3004.81
MAT2B,GSM398140,Normal,3860.53
MAT2B,GSM398141,Cancer,3759.18
MAT2B,GSM398142,Normal,3545.81
MAT2B,GSM398143,Cancer,3560.95
MAT2B,GSM398144,Normal,4124.37
MAT2B,GSM398145,Cancer,4422.14
MAT2B,GSM398146,Normal,4109.19
MAT2B,GSM398147,Cancer,3803.92
MAT2B,GSM398148,Normal,3332.06
MAT2B,GSM398149,Cancer,3623.7
MAT2B,GSM398150,Normal,4311.67
MAT2B,GSM398151,Cancer,4507.93
MAT2B,GSM398152,Normal,3904.3
MAT2B,GSM398153,Cancer,4729.15
MAT2B,GSM398154,Normal,5315.82
MAT2B,GSM398155,Cancer,6306.29
MAT2B,GSM398156,Normal,3404.41
MAT2B,GSM398157,Cancer,5716.25
MAT2B,GSM398158,Normal,6281.12
MAT2B,GSM398159,Cancer,3727.01
MCC,GSM398074,Normal,3026.87
MCC,GSM398075,Cancer,1321.67
MCC,GSM398076,Normal,4729.72
MCC,GSM398077,Cancer,3005.63
MCC,GSM398078,Normal,2982.0
MCC,GSM398079,Cancer,1760.77
MCC,GSM398080,Normal,2564.95
MCC,GSM398081,Cancer,1429.76
MCC,GSM398082,Normal,2203.7
MCC,GSM398083,Cancer,3104.22
MCC,GSM398084,Normal,1411.02
MCC,GSM398085,Cancer,3429.45
MCC,GSM398086,Normal,1611.7
MCC,GSM398087,Cancer,2708.24
MCC,GSM398088,Normal,3517.92
MCC,GSM398089,Cancer,2698.1
MCC,GSM398090,Normal,2855.38
MCC,GSM398091,Cancer,2628.43
MCC,GSM398092,Normal,1775.26
MCC,GSM398093,Cancer,1901.67
MCC,GSM398094,Normal,3338.69
MCC,GSM398095,Cancer,1510.48
MCC,GSM398096,Normal,2521.09
MCC,GSM398097,Cancer,1824.26
MCC,GSM398098,Normal,1205.74
MCC,GSM398099,Cancer,1798.75
MCC,GSM398100,Normal,1241.18
MCC,GSM398101,Cancer,1361.92
MCC,GSM398102,Normal,1375.67
MCC,GSM398103,Cancer,1213.43
MCC,GSM398104,Normal,3830.51
MCC,GSM398105,Cancer,1294.91
MCC,GSM398106,Normal,3616.29
MCC,GSM398107,Cancer,1125.0
MCC,GSM398108,Normal,3835.24
MCC,GSM398109,Cancer,2695.1
MCC,GSM398110,Normal,3326.1
MCC,GSM398111,Cancer,1567.05
MCC,GSM398112,Normal,2346.46
MCC,GSM398113,Cancer,1101.47
MCC,GSM398114,Normal,1961.54
MCC,GSM398115,Cancer,1300.41
MCC,GSM398116,Normal,2059.2
MCC,GSM398117,Cancer,2364.41
MCC,GSM398118,Normal,2088.29
MCC,GSM398119,Cancer,3177.61
MCC,GSM398120,Normal,2253.14
MCC,GSM398121,Cancer,3275.43
MCC,GSM398122,Normal,2418.25
MCC,GSM398123,Cancer,2974.35
MCC,GSM398124,Normal,3104.86
MCC,GSM398125,Cancer,1736.17
MCC,GSM398126,Normal,4225.35
MCC,GSM398127,Cancer,2579.6
MCC,GSM398128,Normal,2713.35
MCC,GSM398129,Cancer,3129.25
MCC,GSM398130,Normal,5434.44
MCC,GSM398131,Cancer,2161.55
MCC,GSM398132,Normal,3859.05
MCC,GSM398133,Cancer,3907.21
MCC,GSM398134,Normal,4179.9
MCC,GSM398135,Cancer,3940.95
MCC,GSM398136,Normal,3631.26
MCC,GSM398137,Cancer,3401.2
MCC,GSM398138,Normal,3518.1
MCC,GSM398139,Cancer,2597.49
MCC,GSM398140,Normal,2418.92
MCC,GSM398141,Cancer,3087.97
MCC,GSM398142,Normal,3015.34
MCC,GSM398143,Cancer,2362.82
MCC,GSM398144,Normal,3928.12
MCC,GSM398145,Cancer,2783.19
MCC,GSM398146,Normal,2658.83
MCC,GSM398147,Cancer,1752.61
MCC,GSM398148,Normal,4357.95
MCC,GSM398149,Cancer,3888.34
MCC,GSM398150,Normal,5397.28
MCC,GSM398151,Cancer,3074.26
MCC,GSM398152,Normal,3741.17
MCC,GSM398153,Cancer,4975.97
MCC,GSM398154,Normal,3649.87
MCC,GSM398155,Cancer,7257.64
MCC,GSM398156,Normal,2293.3
MCC,GSM398157,Cancer,2984.25
MCC,GSM398158,Normal,6056.05
MCC,GSM398159,Cancer,3312.38
MDFIC,GSM398074,Normal,608.943
MDFIC,GSM398075,Cancer,1062.59
MDFIC,GSM398076,Normal,939.515
MDFIC,GSM398077,Cancer,866.662
MDFIC,GSM398078,Normal,1613.9
MDFIC,GSM398079,Cancer,730.168
MDFIC,GSM398080,Normal,1791.72
MDFIC,GSM398081,Cancer,1458.69
MDFIC,GSM398082,Normal,1904.48
MDFIC,GSM398083,Cancer,1460.18
MDFIC,GSM398084,Normal,1892.16
MDFIC,GSM398085,Cancer,1059.87
MDFIC,GSM398086,Normal,1519.9
MDFIC,GSM398087,Cancer,1195.25
MDFIC,GSM398088,Normal,1445.55
MDFIC,GSM398089,Cancer,1283.72
MDFIC,GSM398090,Normal,911.397
MDFIC,GSM398091,Cancer,1162.76
MDFIC,GSM398092,Normal,1056.28
MDFIC,GSM398093,Cancer,716.558
MDFIC,GSM398094,Normal,1133.78
MDFIC,GSM398095,Cancer,1160.14
MDFIC,GSM398096,Normal,1127.91
MDFIC,GSM398097,Cancer,1031.77
MDFIC,GSM398098,Normal,653.878
MDFIC,GSM398099,Cancer,997.979
MDFIC,GSM398100,Normal,1345.74
MDFIC,GSM398101,Cancer,977.896
MDFIC,GSM398102,Normal,2122.56
MDFIC,GSM398103,Cancer,654.649
MDFIC,GSM398104,Normal,4140.3
MDFIC,GSM398105,Cancer,1197.23
MDFIC,GSM398106,Normal,3538.78
MDFIC,GSM398107,Cancer,1046.69
MDFIC,GSM398108,Normal,3792.17
MDFIC,GSM398109,Cancer,1645.52
MDFIC,GSM398110,Normal,4327.63
MDFIC,GSM398111,Cancer,1762.02
MDFIC,GSM398112,Normal,2280.8
MDFIC,GSM398113,Cancer,1499.51
MDFIC,GSM398114,Normal,3021.35
MDFIC,GSM398115,Cancer,1468.9
MDFIC,GSM398116,Normal,3734.84
MDFIC,GSM398117,Cancer,3228.62
MDFIC,GSM398118,Normal,3481.3
MDFIC,GSM398119,Cancer,3024.0
MDFIC,GSM398120,Normal,1459.59
MDFIC,GSM398121,Cancer,1296.46
MDFIC,GSM398122,Normal,1300.92
MDFIC,GSM398123,Cancer,962.216
MDFIC,GSM398124,Normal,2057.18
MDFIC,GSM398125,Cancer,946.201
MDFIC,GSM398126,Normal,3491.79
MDFIC,GSM398127,Cancer,1766.17
MDFIC,GSM398128,Normal,4802.63
MDFIC,GSM398129,Cancer,1545.08
MDFIC,GSM398130,Normal,2702.38
MDFIC,GSM398131,Cancer,1932.74
MDFIC,GSM398132,Normal,2297.53
MDFIC,GSM398133,Cancer,2069.76
MDFIC,GSM398134,Normal,2741.04
MDFIC,GSM398135,Cancer,2286.82
MDFIC,GSM398136,Normal,3619.16
MDFIC,GSM398137,Cancer,2310.19
MDFIC,GSM398138,Normal,2611.32
MDFIC,GSM398139,Cancer,2265.74
MDFIC,GSM398140,Normal,3119.74
MDFIC,GSM398141,Cancer,279.073
MDFIC,GSM398142,Normal,2912.27
MDFIC,GSM398143,Cancer,2513.97
MDFIC,GSM398144,Normal,4643.48
MDFIC,GSM398145,Cancer,1842.86
MDFIC,GSM398146,Normal,4818.69
MDFIC,GSM398147,Cancer,3102.11
MDFIC,GSM398148,Normal,2957.96
MDFIC,GSM398149,Cancer,1535.85
MDFIC,GSM398150,Normal,2356.45
MDFIC,GSM398151,Cancer,955.182
MDFIC,GSM398152,Normal,3934.53
MDFIC,GSM398153,Cancer,2410.6
MDFIC,GSM398154,Normal,2016.63
MDFIC,GSM398155,Cancer,1957.3
MDFIC,GSM398156,Normal,3334.95
MDFIC,GSM398157,Cancer,2229.13
MDFIC,GSM398158,Normal,2683.89
MDFIC,GSM398159,Cancer,1869.74
MDH1,GSM398074,Normal,156.385
MDH1,GSM398075,Cancer,1498.88
MDH1,GSM398076,Normal,272.544
MDH1,GSM398077,Cancer,971.089
MDH1,GSM398078,Normal,689.821
MDH1,GSM398079,Cancer,997.924
MDH1,GSM398080,Normal,274.85
MDH1,GSM398081,Cancer,1018.42
MDH1,GSM398082,Normal,3269.66
MDH1,GSM398083,Cancer,782.319
MDH1,GSM398084,Normal,3119.07
MDH1,GSM398085,Cancer,947.9
MDH1,GSM398086,Normal,1283.82
MDH1,GSM398087,Cancer,1495.06
MDH1,GSM398088,Normal,1138.37
MDH1,GSM398089,Cancer,1725.25
MDH1,GSM398090,Normal,234.763
MDH1,GSM398091,Cancer,947.645
MDH1,GSM398092,Normal,1249.5
MDH1,GSM398093,Cancer,1277.73
MDH1,GSM398094,Normal,2897.37
MDH1,GSM398095,Cancer,1115.2
MDH1,GSM398096,Normal,1895.99
MDH1,GSM398097,Cancer,286.841
MDH1,GSM398098,Normal,1058.45
MDH1,GSM398099,Cancer,1413.63
MDH1,GSM398100,Normal,232.152
MDH1,GSM398101,Cancer,1355.9
MDH1,GSM398102,Normal,3289.15
MDH1,GSM398103,Cancer,1446.47
MDH1,GSM398104,Normal,3956.57
MDH1,GSM398105,Cancer,1388.78
MDH1,GSM398106,Normal,2013.44
MDH1,GSM398107,Cancer,1672.05
MDH1,GSM398108,Normal,4622.93
MDH1,GSM398109,Cancer,374.954
MDH1,GSM398110,Normal,6613.51
MDH1,GSM398111,Cancer,915.89
MDH1,GSM398112,Normal,2770.76
MDH1,GSM398113,Cancer,1384.68
MDH1,GSM398114,Normal,3765.53
MDH1,GSM398115,Cancer,1774.65
